sample_name,fq1_uri,fq2_uri,fq3_uri,library_type,cdna_read,umi_read,barcode_read
FCA10_Male_head_adult_5dWT_Luo_sample4_S1,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA10_Male_head_adult_5dWT_Luo_sample4_S1_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA10_Male_head_adult_5dWT_Luo_sample4_S1_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA10_Male_head_adult_5dWT_Luo_sample4_S1_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA11_Male_head_adult_5dWT_Luo_sample5_S2,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA11_Male_head_adult_5dWT_Luo_sample5_S2,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L002_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA11_Male_head_adult_5dWT_Luo_sample5_S2,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L003_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA11_Male_head_adult_5dWT_Luo_sample5_S2,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA11_Male_head_adult_5dWT_Luo_sample5_S2_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA12_Male_head_adult_5dWT_Luo_sample6_S3,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA12_Male_head_adult_5dWT_Luo_sample6_S3,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L002_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA12_Male_head_adult_5dWT_Luo_sample6_S3,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L003_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA12_Male_head_adult_5dWT_Luo_sample6_S3,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA12_Male_head_adult_5dWT_Luo_sample6_S3_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA14_Female_head_adult_5dWT_Luo_sample5_S5,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L003_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA14_Female_head_adult_5dWT_Luo_sample5_S5,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA15_Female_head_adult_5dWT_Luo_sample6_S6,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA15_Female_head_adult_5dWT_Luo_sample6_S6,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA15_Female_head_adult_5dWT_Luo_sample6_S6,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA15_Female_head_adult_5dWT_Luo_sample6_S6,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA1_Head_S1,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA1_Head_S1,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA13_Female_head_adult_5dWT_Luo_sample4_S4,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA13_Female_head_adult_5dWT_Luo_sample4_S4,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA13_Female_head_adult_5dWT_Luo_sample4_S4,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA13_Female_head_adult_5dWT_Luo_sample4_S4,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA14_Female_head_adult_5dWT_Luo_sample5_S5,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA4_Male_Adult_Head1_S1,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA6_Male_Adult_Head3_S3,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_I1_001.fastq.gz,10xV3,read 2,read 1,index 1
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R2_001.fastq.gz,NA,10xV3,read 2,read 1,NA
